Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Total_Income,LoanAmount,Loan_Amount_Term,Loan_Status
1,1,1.0,0,1,1.0,1,5529.0,162.0,360.0,1
1,1,3.0,0,0,1.0,1,4691.0,100.0,360.0,1
0,0,0.0,0,1,1.0,2,2500.0,93.0,360.0,1
1,0,2.0,0,0,1.0,0,10180.0,162.0,360.0,1
1,1,2.0,0,1,1.0,0,17539.0,150.0,360.0,1
1,1,2.0,0,0,1.0,1,8450.0,230.0,300.0,1
1,1,2.0,0,0,0.0,1,4745.0,132.0,360.0,0
1,1,1.0,0,1,1.0,1,18917.0,86.0,360.0,1
1,1,2.0,0,0,1.0,2,4550.0,146.41216216216216,360.0,0
0,0,0.0,1,0,1.0,0,4350.0,154.0,360.0,1
1,1,3.0,1,0,1.0,0,3095.0000000000005,113.0,360.0,1
1,1,0.0,0,0,1.0,1,5233.0,128.0,360.0,1
1,1,0.0,0,0,1.0,1,10833.0,234.0,360.0,1
1,1,2.0,0,0,1.0,1,8333.0,246.0,360.0,1
1,1,1.0,1,0,1.0,0,4394.0,131.0,360.0,1
1,0,2.0,0,0,0.0,0,3547.0,80.0,360.0,0
1,1,2.0,0,1,1.0,1,6666.0,160.0,360.0,1
1,0,0.0,0,0,1.0,2,2435.0,75.0,360.0,0
1,0,0.0,1,0,1.0,1,5484.0,96.0,360.0,1
1,1,1.0,1,0,1.0,2,6464.0,186.0,360.0,1
1,0,0.0,1,0,1.0,0,3691.0,110.0,360.0,1
0,0,0.0,1,1,1.0,1,17263.0,225.0,360.0,1
1,1,0.0,0,0,0.0,0,5754.0,119.0,360.0,0
1,1,0.0,1,0,1.0,0,4300.0,107.0,360.0,1
1,1,1.0,0,1,1.0,1,2895.0,95.0,360.0,1
1,0,0.0,0,0,0.0,0,10699.0,209.0,360.0,0
0,0,0.0,0,0,1.0,0,4328.0,113.0,480.0,1
0,0,0.0,0,0,1.0,1,3159.0000000000005,100.0,360.0,1
1,1,2.0,0,0,1.0,1,10489.0,208.0,360.0,1
1,1,1.0,1,0,1.0,0,9352.0,138.0,360.0,0
1,1,0.0,1,0,1.0,1,5297.0,124.0,300.0,1
1,1,2.0,0,0,1.0,0,7926.0,243.0,360.0,1
1,0,0.0,0,0,1.0,2,3583.0,96.0,360.0,0
1,1,0.0,0,1,1.0,2,5492.0,188.0,360.0,1
0,0,1.0,0,0,1.0,2,13262.0,40.0,360.0,1
1,0,0.0,1,0,1.0,0,4885.0,100.0,360.0,0
1,1,1.0,0,0,1.0,1,8069.0,250.0,360.0,1
1,1,2.0,0,0,1.0,2,5318.0,148.0,360.0,1
1,0,0.0,0,0,1.0,0,9481.0,311.0,360.0,0
1,1,3.0,0,0,1.0,0,6894.0,150.0,360.0,1
0,1,2.0,0,0,1.0,1,3662.9999999999995,113.0,480.0,1
1,1,0.0,1,0,0.0,1,4874.0,123.0,360.0,0
1,0,0.0,0,0,1.0,1,6598.0,185.0,360.0,0
0,0,0.0,1,0,1.0,0,3400.0,95.0,360.0,0
1,1,2.0,1,0,1.0,1,3934.0,45.0,360.0,1
1,0,0.0,0,0,1.0,1,2500.0,55.0,360.0,1
1,1,3.0,0,1,1.0,0,7101.0,100.0,360.0,1
1,0,0.0,0,0,1.0,1,6767.0,146.41216216216216,360.0,0
1,1,0.0,0,0,1.0,1,3774.9999999999995,110.0,360.0,1
1,1,1.0,1,0,0.0,1,6715.0,161.0,360.0,1
1,0,1.0,1,0,1.0,1,3981.0,94.0,360.0,1
1,0,0.0,1,0,1.0,1,6783.0,130.0,360.0,1
1,1,0.0,0,0,1.0,0,6525.0,216.0,360.0,1
1,1,3.0,0,0,1.0,2,4281.0,100.0,360.0,1
1,0,2.0,0,0,0.0,0,3588.0000000000005,110.0,360.0,0
1,0,1.0,0,0,1.0,1,11250.0,196.0,360.0,0
0,0,0.0,1,1,1.0,2,18165.0,125.0,360.0,1
1,0,0.0,1,0,1.0,0,4592.0,126.0,360.0,1
1,1,0.0,0,0,1.0,2,10039.0,324.0,360.0,1
1,0,2.0,0,0,1.0,1,3616.9999999999995,107.0,360.0,1
1,1,0.0,1,0,1.0,0,3453.0,66.0,360.0,0
0,0,0.0,0,0,0.0,1,2138.0,99.0,360.0,0
0,0,1.0,0,0,1.0,1,3652.0000000000005,95.0,360.0,1
1,1,1.0,1,0,1.0,2,4763.0,128.0,360.0,1
0,1,0.0,1,0,1.0,1,3679.9999999999995,102.0,360.0,1
1,1,0.0,0,0,1.0,0,4718.0,155.0,360.0,1
1,0,0.0,0,0,1.0,0,4309.0,145.0,360.0,1
0,0,0.0,0,0,0.0,1,5000.0,103.0,360.0,0
1,1,0.0,0,0,1.0,0,4801.0,110.0,360.0,1
1,1,2.0,0,1,0.0,0,6633.0,146.41216216216216,360.0,0
1,1,1.0,1,0,1.0,0,4867.0,146.41216216216216,360.0,1
1,1,1.0,0,0,1.0,2,6583.0,158.0,360.0,1
1,1,0.0,1,0,0.0,2,4787.0,181.0,360.0,0
1,1,1.0,0,0,1.0,1,6500.0,26.0,360.0,1
0,0,0.0,0,0,1.0,2,4292.0,84.0,360.0,1
1,1,3.0,0,1,1.0,1,10139.0,260.0,360.0,1
1,1,0.0,0,0,1.0,1,6556.0,162.0,360.0,1
0,1,0.0,0,0,1.0,1,6486.0,182.0,360.0,1
1,1,2.0,1,0,1.0,1,3917.0,108.0,360.0,1
1,1,0.0,0,0,1.0,0,7977.0,211.0,360.0,1
1,0,0.0,1,1,1.0,1,5800.0,132.0,360.0,1
1,1,2.0,0,0,0.0,2,8799.0,258.0,360.0,0
1,1,0.0,1,0,1.0,0,4467.0,120.0,360.0,1
1,0,0.0,0,0,1.0,2,3333.0000000000005,70.0,360.0,1
1,1,3.0,0,0,0.0,0,5900.0,123.0,360.0,0
0,0,0.0,0,0,1.0,2,2378.0,9.0,360.0,0
1,1,0.0,0,0,0.0,2,5230.0,104.0,360.0,0
1,1,1.0,0,0,1.0,2,5167.0,186.0,360.0,1
1,1,0.0,0,0,0.0,2,6567.0,165.0,360.0,0
1,1,2.0,0,0,1.0,2,16666.0,275.0,360.0,1
1,1,2.0,1,0,1.0,1,7750.0,187.0,480.0,0
1,1,3.0,0,0,1.0,1,6406.0,150.0,360.0,0
1,1,0.0,0,0,0.0,1,5297.0,136.0,360.0,0
1,0,0.0,0,0,1.0,2,5968.0,110.0,360.0,1
1,1,1.0,0,0,1.0,0,4014.0,107.0,360.0,1
1,0,0.0,0,0,1.0,2,6099.0,161.0,360.0,1
1,1,2.0,0,0,1.0,1,6540.0,205.0,360.0,1
0,1,0.0,0,0,1.0,1,3166.0,35.999999999999986,360.0,1
1,1,1.0,0,0,1.0,0,1880.0,61.0,360.0,0
1,1,1.0,0,0,0.0,0,4704.0,146.0,360.0,0
1,1,0.0,0,0,1.0,2,3819.0,104.0,360.0,1
0,0,0.0,1,0,1.0,1,2165.0,70.0,360.0,1
1,0,0.0,0,0,1.0,1,4750.0,94.0,360.0,1
1,1,2.0,0,1,0.0,1,2726.0,106.0,360.0,0
1,1,2.0,0,1,1.0,1,6000.0,205.0,240.0,0
1,0,3.0,0,1,1.0,1,9357.0,292.0,360.0,1
1,1,0.0,0,1,1.0,2,16120.0,260.0,360.0,1
1,0,0.0,1,0,1.0,0,3833.0,110.0,360.0,1
1,1,2.0,1,1,1.0,0,7383.0,187.0,360.0,0
1,0,0.0,0,0,0.0,1,2987.0,88.0,360.0,0
1,1,0.0,0,1,1.0,0,9963.0,180.0,360.0,1
1,1,2.0,0,0,1.0,2,5780.0,192.0,360.0,1
1,1,0.0,1,0,1.0,0,5686.0,155.0,360.0,1
1,1,3.0,0,0,1.0,2,5703.0,128.0,360.0,1
1,0,0.0,0,0,1.0,0,7977.0,172.0,360.0,1
1,1,1.0,0,0,1.0,1,5900.0,173.0,360.0,1
1,1,2.0,1,0,1.0,0,5398.0,157.0,360.0,1
1,1,0.0,0,0,1.0,0,5182.0,108.0,360.0,1
0,0,0.0,0,0,1.0,0,2900.0,71.0,360.0,1
1,1,1.0,0,0,1.0,2,8312.0,253.0,360.0,1
1,1,2.0,0,0,1.0,2,7583.0,187.0,360.0,1
0,0,0.0,0,1,0.0,1,4583.0,133.0,360.0,0
